z ra dec
0.0583633 89.4313032 55.5616612
0.0605960 78.9509076 52.0186346
0.0242293 65.2451833 3.8364301
0.0223935 60.8877925 6.3982890
0.0248824 62.1374587 5.5687815
0.0200266 64.8748957 20.7472924
0.0222953 65.3844922 12.2991471
0.0241338 63.8294459 13.2534635
0.0236914 60.9826815 15.0454505
0.0238906 66.8424965 12.8285544
0.0246749 62.2846290 9.9907151
0.0215874 56.6568930 5.1290551
0.0221616 56.8737710 6.8069254
0.0237047 55.5899848 14.8518173
0.0212116 54.3152678 20.1777129
0.0229037 47.9413999 14.2491902
0.0244703 61.2575673 2.3215408
0.0256128 53.4255105 3.7551908
0.0265491 58.2332194 4.6987842
0.0242228 58.4932615 13.7126710
0.0202078 51.7596726 15.3540603
0.0228627 62.0063709 35.3756959
0.0258867 66.5453418 34.4561292
0.0263787 60.3542223 32.4892592
0.0275508 63.9722206 32.1911849
0.0274026 61.5197685 31.1394154
0.0280058 56.0805441 29.7307648
0.0285455 55.3364916 28.1754901
0.0197625 61.1958556 22.9175691
0.0238939 48.7968602 31.7400826
0.0248700 49.6806673 37.0033031
0.0278646 71.4526570 31.0763159
0.0273993 60.5443965 36.2823246
0.0282714 53.1544594 39.2268328
0.0316662 53.8661437 45.8313465
0.0319698 51.4055211 45.3776059
0.0287744 68.4364814 34.2010207
0.0287173 66.4732125 32.5716465
0.0294429 63.1841135 33.4952529
0.0296117 64.7754939 42.0343406
0.0310336 63.9893882 42.2933065
0.0325743 64.9282230 41.1352953
0.0320637 64.1540604 44.0058183
0.0296305 47.5874297 46.2384975
0.0327046 49.9543177 51.0390674
0.0361132 56.3637270 42.5849887
0.0365233 56.0885924 41.8538440
0.0388462 57.2792608 45.6447134
0.0330233 64.9527346 44.0652215
0.0384500 65.3155049 56.8820713
0.0386972 61.4676062 60.8048265
0.0423395 63.3164317 55.4418411
0.0432367 62.3243078 54.9822153
0.0437284 62.0691677 54.2016954
0.0439603 59.7612650 54.0955607
0.0442063 59.2412906 54.2688888
0.0389338 59.3458419 62.7271157
0.0462442 57.6922052 60.9034071
0.0459653 61.3097880 59.2059595
0.0489828 63.3559474 59.7629722
0.0510155 57.3899271 58.9865074
0.0509980 60.8828489 60.4711830
0.0520655 59.7109539 60.8472682
0.0531840 53.3981297 63.5895465
0.0525875 67.0804443 65.6301230
0.0532818 60.5726090 62.4635840
0.0206599 2.1846848 6.3310935
0.0239700 6.5866001 17.3650873
0.0237359 16.4882230 6.2711006
0.0217450 3.3800448 31.9157198
0.0228758 6.5608195 34.6523218
0.0216566 8.1753089 25.8732802
0.0226505 19.3131753 31.6733086
0.0226333 18.3813391 34.1902933
0.0227590 22.8532097 40.6156639
0.0238861 12.3249157 34.7162004
0.0240300 13.3532423 34.9215782
0.0248692 11.4239121 33.1009635
0.0269902 1.2957409 45.6081646
0.0275021 0.4491784 44.3543012
0.0284934 2.1022058 40.4607025
0.0264835 2.9925158 49.3163849
0.0287252 3.3380455 52.0819324
0.0272466 9.0968768 54.5126984
0.0285596 21.8733220 45.9796883
0.0296279 13.0855641 50.2106491
0.0292451 22.2954448 50.2186369
0.0286431 15.4980277 45.6718300
0.0241741 8.5352177 39.5875191
0.0236033 10.1519910 40.4018795
0.0230172 17.2629317 41.9012566
0.0304425 2.4377624 55.8512220
0.0313464 2.6174984 56.3043459
0.0294504 11.5265495 52.7894182
0.0321542 6.2922912 53.0385264
0.0320398 12.0370022 51.3282094
0.0308598 15.0541299 48.6440619
0.0323811 19.1656382 50.0482441
0.0312814 3.6987204 58.4083700
0.0325796 1.0371914 55.7288933
0.0354074 7.1045838 49.7257120
0.0368887 9.7079033 51.7490190
0.0303308 13.5744527 49.0881909
0.0394179 10.4610108 62.7486043
0.0397394 7.5854161 63.7011943
0.0418303 4.1330565 63.4402345
0.0410679 16.0118271 63.8511965
0.0394264 6.8296430 56.3594935
0.0383675 6.6193600 53.5512499
0.0414298 15.0104664 56.3709277
0.0421291 12.2369594 60.5748619
0.0449590 4.3210042 59.4321255
0.0458404 3.3610719 64.7362052
0.0439872 13.1951624 67.1328414
0.0468338 4.7069262 70.1925636
0.0495076 20.8819596 66.9458276
0.0468489 1.2053464 64.4952441
0.0494267 5.7068557 65.6597435
0.0497826 8.9452067 65.7848203
0.0483624 0.7688744 63.4320267
0.0507836 9.5993586 68.4594631
0.0507437 11.1193423 69.8080404
0.0524402 11.9713017 67.0237575
0.0390151 86.4234834 6.0219195
0.0405602 80.9960222 4.2869905
0.0417690 80.1303915 5.2835350
0.0388188 82.1169258 4.2075492
0.0416628 85.5729412 18.7774349
0.0422043 87.6365581 17.2876259
0.0435188 87.3036956 19.2332303
0.0430195 80.2995128 10.8982271
0.0417280 82.1872646 16.9716000
0.0472649 81.5958001 18.1275566
0.0467822 89.6651182 29.9429458
0.0491143 84.7381782 33.7598366
0.0499468 84.8957163 34.5863629
0.0496382 84.2673020 37.4632059
0.0488819 79.4529078 35.5301389
0.0452492 86.4991324 31.7641011
0.0498494 86.4024633 38.2685845
0.0541196 88.7842907 37.2750745
0.0543692 88.5090018 36.7730768
0.0572028 88.5873725 40.4492888
0.0516164 82.5052721 37.8908610
0.0555187 80.1279606 37.5620746
0.0571569 83.4875716 39.5187453
0.0493758 88.0081708 38.4616691
0.0576261 89.2122279 42.0850764
0.0613468 86.9271333 47.4173710
0.0609310 87.6267567 46.2443787
0.0593716 84.2388555 46.0721476
0.0603563 83.8415054 46.1836247
0.0617911 84.1853216 44.2240306
0.0334580 62.9976199 0.3227337
0.0288280 69.0453989 11.8077127
0.0311851 68.5029974 11.7353436
0.0317578 63.2434125 7.7890687
0.0321028 65.6597815 12.0882776
0.0320941 63.3359823 11.9622138
0.0304729 70.9327724 24.3869751
0.0294712 60.5386043 19.2883966
0.0316548 60.1932919 24.4547247
0.0335213 62.6109360 14.8110250
0.0339782 64.7316822 17.6762536
0.0328761 70.3297489 22.2459716
0.0326918 72.0069701 23.0167441
0.0338219 68.2839665 25.9876986
0.0330343 67.8306365 23.3777613
0.0304909 69.2367770 35.4262050
0.0330457 62.8765482 33.8461120
0.0350083 74.1960800 30.7806001
0.0352596 65.1377719 31.4290003
0.0371403 63.7971188 29.8636832
0.0341410 63.0832725 36.8771302
0.0381724 63.6171352 30.5708547
0.0375584 66.8535288 45.6797858
0.0374176 67.0762732 45.1868608
0.0382116 66.6701158 46.1497243
0.0395735 69.2316819 44.7427820
0.0395268 68.6874644 44.4613927
0.0396019 65.4760088 44.0126055
0.0406822 71.4713278 44.0421465
0.0411135 73.1189362 42.6227014
0.0408394 72.9731634 43.2037879
0.0407547 71.1939282 44.4667197
0.0413263 75.1516554 43.5800724
0.0450644 63.6130107 50.4059440
0.0443588 62.0998507 48.0854717
0.0473503 64.1611883 52.1929884
0.0432165 69.7589102 47.3583085
0.0443655 63.1591173 46.5341998
0.0462797 62.8308388 45.4247115
0.0401251 67.2662106 49.9445585
0.0508651 65.7093750 59.6432281
0.0505688 66.4408183 58.4261987
0.0501247 62.8379737 52.8136173
0.0501741 67.2884955 50.3018717
0.0510116 61.5726389 52.4089396
0.0213077 23.4480709 5.6118128
0.0238186 31.4980113 13.8564170
0.0238046 33.4127160 17.9034510
0.0245325 33.1512319 17.0464420
0.0233185 34.7825967 29.8241397
0.0230329 33.7965011 22.5192299
0.0259615 24.8727555 18.0079541
0.0234689 38.4473439 21.3583130
0.0234145 37.3230017 22.9058681
0.0223769 37.8865465 28.4946974
0.0233652 39.6799558 26.8055530
0.0229443 37.4325535 28.5745273
0.0233024 35.8382133 24.4533613
0.0236062 41.2856558 26.0244419
0.0256675 32.8383266 26.2432550
0.0287495 24.5178144 31.3802316
0.0278686 34.2948992 32.0376002
0.0259821 26.0701793 46.1072862
0.0282399 26.6719900 35.6647758
0.0294649 22.1542813 44.9899341
0.0325198 24.4581759 39.7801162
0.0299720 38.0550704 39.1411320
0.0284650 28.4493636 33.3421999
0.0307980 27.3488927 34.7643873
0.0300188 22.1035160 46.4944272
0.0328696 28.5313171 53.5305143
0.0321047 32.8956085 53.0751893
0.0324303 25.3022873 47.9164308
0.0333617 20.6223538 44.1951929
0.0335080 33.3072824 48.1303810
0.0338828 34.2076850 48.2116116
0.0344827 34.0085949 48.7918288
0.0311671 42.7944500 47.9681405
0.0370492 32.4356586 58.8097411
0.0384295 24.1364820 57.3255887
0.0377549 23.2927925 55.8860018
0.0396196 24.3982534 57.1959174
0.0410153 27.4463330 57.6177273
0.0438608 25.5643275 59.9553044
0.0440858 26.3421259 59.6296166
0.0445731 28.3474698 66.4664763
0.0520511 32.2654295 65.8585475
0.0528808 39.7369283 66.7599743
0.0314190 0.6092131 56.2936455
0.0504397 0.1485009 71.1172607
0.0354122 67.2109604 4.0359662
0.0374250 71.4313634 5.0603589
0.0369329 70.2951799 3.9164651
0.0336807 70.4386534 12.5396869
0.0348328 66.3204272 8.6895528
0.0342993 65.1678872 8.1795501
0.0368816 69.9481826 7.1602808
0.0376567 77.3859602 18.3397741
0.0394141 74.7806652 18.3879253
0.0401906 73.9623983 28.7404228
0.0406704 72.7270576 28.6155654
0.0392688 67.3800807 28.9335225
0.0394480 74.3160387 30.5717747
0.0411048 71.0132442 29.3195865
0.0433511 74.9879019 36.9625330
0.0413262 69.3465146 36.6108580
0.0419596 69.4502818 36.2374642
0.0430909 66.3637333 33.7478947
0.0441509 66.6110231 32.2314255
0.0430670 65.9396792 33.4018152
0.0447883 76.7787200 38.7720128
0.0446970 76.6221582 39.9551779
0.0457714 73.8641004 38.8232309
0.0441097 74.7279818 42.0031152
0.0450660 69.4589805 38.0901902
0.0474068 65.8585374 39.2062126
0.0472253 76.9797237 37.3278992
0.0457958 70.0108938 30.0350725
0.0465656 78.1422573 36.9706563
0.0468096 75.9711293 43.7682250
0.0481256 72.9312260 42.6656376
0.0477254 68.7237104 40.8142220
0.0508739 76.5123809 39.7447003
0.0497721 73.6516541 40.2479634
0.0501790 73.4238961 39.8029261
0.0534128 73.8417118 42.4830901
0.0532799 71.5257732 42.1925997
0.0479071 77.0737007 44.5249160
0.0464218 69.3929905 41.2778908
0.0479324 72.4136926 39.6028921
0.0542643 75.8152275 54.1905345
0.0551291 72.8302178 53.9865679
0.0292082 39.6962292 2.3289880
0.0289773 40.7802999 0.9033561
0.0295526 45.7630177 5.2840340
0.0294857 47.1096446 3.9433991
0.0245882 45.8891075 8.0003713
0.0268313 40.3826562 12.8784868
0.0297514 41.3676698 13.3737750
0.0310473 44.1581221 6.4897622
0.0316375 44.0857818 6.0862640
0.0254644 42.7696948 22.1009771
0.0276261 39.2120189 27.7748022
0.0275727 40.6914487 27.3963223
0.0295838 39.9397430 21.8702290
0.0306613 39.9007014 15.4690565
0.0245977 42.2079149 21.3627968
0.0300964 42.7006426 14.6143261
0.0319034 53.8198165 33.3617406
0.0336255 45.9805745 47.6959562
0.0358765 39.2837556 43.2778202
0.0369972 39.1767481 38.7923289
0.0371305 53.1874223 44.6877467
0.0414318 46.7080287 55.2644950
0.0453418 44.3493987 55.4278297
0.0407881 39.5637267 50.6885772
0.0429395 48.6730978 49.7431227
0.0433248 48.1745936 50.3449248
0.0447738 46.8016129 52.6528840
0.0451003 50.7146329 55.5255974
0.0462400 42.6979285 59.6131625
0.0467786 44.3483170 59.5274658
0.0477095 46.6810568 57.4045451
0.0476150 36.1149650 54.0217128
0.0497398 40.1429147 56.0485603
0.0480115 45.8802905 54.8400661
0.0485708 45.1078883 54.6085278
0.0514077 45.5583919 51.8748271
0.0505810 41.3475288 62.7701282
0.0515184 47.5089969 63.3720666
0.0550197 49.2783454 60.5696830
0.0563448 52.3209842 60.0542802
0.0556119 45.9789280 57.6168798
0.0555128 45.1095011 58.2231204
0.0562223 48.9843802 58.6698262
0.0267109 2.1124649 3.7021396
0.0268896 8.6096283 5.0493255
0.0270997 4.1661119 4.2367810
0.0251632 2.9161824 15.6127383
0.0305694 6.0985382 3.9841285
0.0294531 1.4278187 11.1466548
0.0298040 0.9965167 7.3805918
0.0244463 15.6133611 4.5319487
0.0264841 9.9643485 5.0811654
0.0308805 12.3719846 1.4549844
0.0241834 10.3424549 15.1031609
0.0308962 1.0179651 15.5411431
0.0300231 12.8547413 18.1042167
0.0301377 14.8367436 20.6144545
0.0308191 0.5680408 29.3526480
0.0294134 15.5970270 28.0065610
0.0311714 12.9646108 29.0081392
0.0308910 15.3903362 24.0857771
0.0286454 4.2210304 33.5668596
0.0308392 3.4493896 40.6640989
0.0316443 5.4405905 39.1177131
0.0394817 1.6209289 48.8660262
0.0384319 13.6741178 49.6914621
0.0386700 13.5712206 46.5125558
0.0405486 1.0516503 46.8317135
0.0418826 1.7697050 44.4094677
0.0417220 4.6604576 43.1188412
0.0394831 14.3898258 44.2828243
0.0401487 14.8343557 43.4842726
0.0430960 5.3036336 47.0396778
0.0436653 3.6087936 46.6749509
0.0438113 15.1758443 55.6116653
0.0429967 14.0070702 54.3149927
0.0436448 16.0517720 55.1195084
0.0439760 16.3535788 55.3074303
0.0481670 6.0313456 55.6988637
0.0506874 4.6758834 57.2571949
0.0523501 8.0537463 60.7234454
0.0516758 11.8077497 57.5524162
0.0519853 12.8054049 57.0044785
0.0536173 3.5093622 57.5350127
0.0556886 1.4390215 56.9980392
0.0547577 7.3466480 59.4815514
0.0417862 78.3811860 5.0040718
0.0411858 78.9695099 5.2123984
0.0429522 74.2204215 3.0941688
0.0417985 70.2604149 1.6975587
0.0432713 70.0411946 4.3994791
0.0447755 74.8550952 2.5407282
0.0446733 76.4571453 3.3146169
0.0446188 76.2571620 4.5647976
0.0446432 75.9089805 5.1218480
0.0456998 72.9886713 2.3651076
0.0433352 77.2635494 6.2210687
0.0454911 77.1646761 7.7697289
0.0447957 76.3911356 5.9919314
0.0455645 76.4923272 5.6929564
0.0458063 77.2986165 8.3555045
0.0472023 76.9616097 28.1580228
0.0482680 75.9232101 27.9432615
0.0471591 72.1191060 27.6199608
0.0511454 72.8834011 26.3804474
0.0513750 72.6608068 26.2180801
0.0478938 76.2563014 30.4703731
0.0481894 74.6801218 29.2808750
0.0473242 71.1409372 29.2572601
0.0510835 72.5043288 27.6862742
0.0508161 72.3457595 27.8128387
0.0518405 72.1428960 28.1561491
0.0506880 76.3991184 32.2542163
0.0511487 74.9254437 31.8372081
0.0493708 74.8461386 27.6848607
0.0481392 73.2234907 33.8318670
0.0538263 76.2841880 39.7059586
0.0533017 74.7507368 39.2911810
0.0567425 74.9802186 40.5565753
0.0541146 71.6374714 41.7080854
0.0543289 72.1280088 40.7516337
0.0557700 71.3425869 39.2887976
0.0552067 76.4453782 34.3782573
0.0549467 75.7755442 37.2822017
0.0555354 77.2132965 36.5145253
0.0578650 73.1455435 39.9420548
0.0573659 69.7337960 43.0341855
0.0581238 68.9679134 43.9320320
0.0625040 74.7853716 45.2148889
0.0615595 70.6051998 45.4659723
0.0635596 70.7987281 46.7955619
0.0636377 69.8184982 46.7908170
0.0313594 56.4020068 3.5572641
0.0329646 47.8436442 2.6148765
0.0347280 49.3732704 2.1300247
0.0310806 53.5095191 10.9026052
0.0321613 59.6176305 5.0358827
0.0350571 55.2803407 0.8227852
0.0363048 55.8281385 3.2555062
0.0358378 51.1841836 0.8960334
0.0349652 51.0857188 20.5144144
0.0371333 52.4101945 18.0010450
0.0380486 52.6215726 17.5150530
0.0368367 50.7567120 28.4394911
0.0424820 54.9851505 29.6690034
0.0395259 58.2857030 40.4372011
0.0421420 61.2168063 37.8714308
0.0441374 57.7877858 37.2507334
0.0431916 56.1796696 49.6573045
0.0503285 56.5661050 45.6603362
0.0518066 60.4030694 52.1677474
0.0530140 58.7174275 51.4578928
0.0537337 58.9043497 51.5771929
0.0541728 51.3360892 52.7024106
0.0552068 50.9682837 53.0231753
0.0540279 46.9251928 53.0445861
0.0545194 58.8378965 53.0141192
0.0551842 58.0623664 53.9926684
0.0548434 55.4686161 58.8904574
0.0561391 53.4513078 58.8213979
0.0559379 58.7904244 56.6820183
0.0566909 59.7286965 56.4100575
0.0555962 55.4913712 57.8088688
0.0583251 58.5652117 56.4402556
0.0590430 55.5205736 53.9060401
0.0267195 20.1287557 2.7072165
0.0291924 16.1293622 2.1876534
0.0313927 15.5140714 1.7819452
0.0305037 19.4628471 1.1950103
0.0301398 21.0348669 6.9532342
0.0310332 21.2439693 3.0088258
0.0322014 25.8853401 2.4550836
0.0304642 22.8860078 6.6488085
0.0275664 22.5958512 21.3016194
0.0289074 20.8164204 28.2918652
0.0292700 20.0496760 24.9385157
0.0323754 30.0934537 24.5252877
0.0322304 17.2078080 19.1963052
0.0342147 19.4224337 20.2815026
0.0332614 18.3328448 38.2579347
0.0343443 23.0398835 38.0923223
0.0346059 22.2163002 37.4615411
0.0329491 23.1075427 28.8570317
0.0334219 25.9823352 38.6967385
0.0332080 21.4995514 28.8247442
0.0343890 15.9391639 33.7194323
0.0361786 19.8325842 31.8961171
0.0315028 22.5857111 37.9842772
0.0381443 19.4157897 42.8133103
0.0381834 20.1512788 37.5000545
0.0389243 26.5773840 39.7436389
0.0383380 22.5328267 37.8825975
0.0442114 27.3359757 41.7008845
0.0397262 25.3340524 35.2090920
0.0446317 19.8749952 47.6247205
0.0434306 27.5727944 52.2220910
0.0464400 25.2771167 46.1064796
0.0458719 30.6404089 52.1972782
0.0481534 27.6861658 51.7712132
0.0503417 26.5546179 48.8504942
0.0476292 21.0543217 55.1706221
0.0487775 23.3127239 55.6160707
0.0476357 30.7288386 54.5974929
0.0503677 29.9414045 54.0914937
0.0507788 28.1352790 53.9163321
0.0542393 26.5697440 56.0321644
0.0507622 27.7194206 51.0657738
0.0516567 26.8926309 50.3531309
0.0535935 25.8725152 50.8601840
0.0528538 15.4690379 54.8395371
0.0543585 15.5661843 55.0650117
0.0550355 18.2512412 55.2165690
0.0551103 27.6082164 54.3144582
0.0546474 20.0994469 58.1872373
0.0566327 19.3186427 56.3233508
0.0555111 27.6368111 56.6788187
0.0550654 29.3677368 57.5387416
0.0558302 26.1113220 56.3931771
0.0266826 0.0653399 3.0477036
0.0374571 58.7511743 4.1771349
0.0375093 60.5186787 2.9931906
0.0389066 59.7960778 3.7838130
0.0394375 60.2125873 3.9869951
0.0355541 62.7340269 10.9777083
0.0410654 61.8638556 5.7193676
0.0388585 54.6251757 5.3521559
0.0393903 55.1259986 10.4695231
0.0392147 54.0286349 10.8757327
0.0402924 58.8114678 10.4501451
0.0417546 57.1792436 7.5993898
0.0438054 59.7097187 6.8671842
0.0440309 59.8124736 6.9053098
0.0437108 60.9097295 8.2460732
0.0420943 57.4318676 7.6619670
0.0355059 59.1440044 0.2115515
0.0369906 61.5791866 17.0822838
0.0374495 61.2065946 16.5965374
0.0404080 66.1297514 20.4013626
0.0381011 63.4009925 24.8869346
0.0420127 62.3872468 33.5149167
0.0470948 65.5457804 30.4628150
0.0490148 60.7299709 31.3060246
0.0468726 67.7229990 30.3160951
0.0526100 66.5860355 40.1802279
0.0525996 64.0617182 37.4197360
0.0513083 63.0841975 42.9924326
0.0545893 63.0499173 43.1506415
0.0554872 63.1012121 43.2052586
0.0549388 63.8772312 40.0927415
0.0554373 62.5092201 39.6758612
0.0483141 55.2138963 39.6853148
0.0576971 57.5238132 43.6362439
0.0584715 61.0474209 48.4699199
0.0585311 59.3063127 48.6655797
0.0586358 61.8268159 47.3395888
0.0591005 60.3668039 47.7899934
0.0595825 62.5974526 53.3223169
0.0595367 61.3768012 51.6460605
0.0608888 58.8584476 52.8405635
0.0602274 61.0765851 53.0969930
0.0604244 54.1907003 50.5962897
0.0634061 61.5550729 48.7892161
0.0306138 38.2434057 0.2600966
0.0331364 38.0667378 5.4075769
0.0329741 38.2175705 6.2139904
0.0332092 39.7268467 6.5808115
0.0327555 40.9911329 7.1291339
0.0334249 33.1578593 5.1391046
0.0338781 38.1438732 5.0777798
0.0342070 36.8624641 4.5080545
0.0346721 36.2415786 4.1534126
0.0367492 33.9858741 4.7245109
0.0316495 31.0278171 9.9099904
0.0327899 33.4221731 13.3982584
0.0315760 35.2901228 16.5564898
0.0324072 37.4941845 16.3551227
0.0354584 31.1974522 13.3439374
0.0362017 31.1711320 13.3005918
0.0355986 36.6638992 13.5733721
0.0383819 39.0721406 33.2713112
0.0385284 37.7459682 39.8218664
0.0451223 35.0607562 35.1315917
0.0479632 32.4845097 42.4300026
0.0472643 30.8296216 48.4274705
0.0499983 27.0489031 47.5499089
0.0499344 26.6312166 47.2482432
0.0494617 33.4494050 55.5313626
0.0496245 31.2949449 52.1897447
0.0541888 39.1575033 54.1110179
0.0516681 30.0134620 50.3529086
0.0526473 33.5594327 50.7444140
0.0536458 36.6684821 48.5696119
0.0540131 37.1770387 49.1333857
0.0534744 36.6330233 46.1444631
0.0543353 27.0904481 51.4144997
0.0563128 27.8231883 52.3138914
0.0368039 4.0729080 6.0221615
0.0334406 8.2917372 3.3841103
0.0322922 10.5851132 3.1741977
0.0361908 10.0233991 10.7901860
0.0335137 4.8648706 21.4641888
0.0392716 5.7640124 21.8024253
0.0357364 6.5171919 14.0287583
0.0395865 0.6017888 26.7213816
0.0405702 3.8190503 26.3932339
0.0396653 5.7366538 25.9986531
0.0388251 9.2592839 26.5102124
0.0380012 10.0974103 27.4604458
0.0408300 9.7092755 28.9639962
0.0405180 7.6103753 30.4752966
0.0410477 9.6953882 29.9011583
0.0401948 4.5021549 35.4120954
0.0416847 5.0628110 39.3153144
0.0448200 5.7008350 40.7282583
0.0451890 5.3308276 40.8768772
0.0465559 5.7855135 40.5238231
0.0477756 6.5351450 45.2851402
0.0504130 0.2464163 48.8862056
0.0496952 4.8735853 49.5988192
0.0481884 9.2382259 48.3257117
0.0526058 9.7669981 45.2831950
0.0501216 2.7554199 50.3807331
0.0532761 0.5200680 52.5022574
0.0529804 7.1159895 53.8851686
0.0546963 6.4793268 54.3366751
0.0553502 4.9604552 54.5587373
0.0585567 6.0225711 49.9235085
0.0547081 10.4492895 51.0602829
0.0542163 9.4790847 53.7566340
0.0571341 8.1511025 51.6458511
0.0579791 7.2094554 52.9811458
0.0449064 69.7517194 2.4471490
0.0451486 60.1004412 7.8206970
0.0456446 61.4787827 6.4053133
0.0458839 61.1275854 7.4821004
0.0500035 62.8587140 4.8067437
0.0437368 66.2702578 11.5349084
0.0463643 67.1588403 17.2841293
0.0474423 67.7759591 10.5013289
0.0486713 70.1265659 17.5965928
0.0499481 65.9130367 17.4033017
0.0484271 64.6619798 11.6946963
0.0501772 62.3398840 11.9091005
0.0497006 61.6351437 16.1646283
0.0499553 61.7971115 16.4532195
0.0502236 62.3418091 17.1119658
0.0478011 68.0624824 23.8299372
0.0477533 67.7034907 23.5408441
0.0501632 65.7221721 18.5261618
0.0507905 62.0443543 19.8693916
0.0477990 65.1736368 26.1461904
0.0494397 66.4074178 26.8438098
0.0517973 62.3949017 24.6163544
0.0534381 64.9108470 33.8050332
0.0506991 69.8598971 27.4860356
0.0520834 69.6123823 27.1736144
0.0525876 69.8126833 27.0768606
0.0558720 65.7268145 39.1076945
0.0576321 60.6887858 39.7344687
0.0615910 63.1757794 36.6086836
0.0599768 68.1438302 42.2298775
